name,code,link,source,color_hex,color_r,color_g,color_b
Cozy Fleece,N-W3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:N-W3|,clarkkensington,#bfa79e,191,167,158
Cashmere Scarf,N-W4,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:N-W4|,clarkkensington,#c2a798,194,167,152
Cremini Mushroom,N-W5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:N-W5|,clarkkensington,#ac9389,172,147,137
Chaise Lounge,N-W6,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:N-W6|,clarkkensington,#8f736e,143,115,110
Down to Earth,N-W7,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:N-W7|,clarkkensington,#7b635f,123,99,95
Boardwalk,N-W8,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:N-W8|,clarkkensington,#907164,144,113,100
Natural Instinct,WNCC-01,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:WNCC-01|,clarkkensington,#ddcabd,221,202,189
Pale Sunset,WNCC-02,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:WNCC-02|,clarkkensington,#eed7c3,238,215,195
Summer Linen,WNCC-03,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:WNCC-03|,clarkkensington,#f0e1d2,240,225,210
Antique Lace,WNCC-04,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:WNCC-04|,clarkkensington,#e8dac5,232,218,197
Camembert,WNCC-05,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:WNCC-05|,clarkkensington,#f0e9d0,240,233,208
Cinnamon Cocoa,WNCC-06,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:WNCC-06|,clarkkensington,#bb9e89,187,158,137
Beige Comfort,WNCC-08,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:WNCC-08|,clarkkensington,#cfb99d,207,185,157
Marcona Almond,WNCC-09,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:WNCC-09|,clarkkensington,#e3d5b7,227,213,183
Chocolate Ganache,WNCC-10,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:WNCC-10|,clarkkensington,#69453d,105,69,61
English Toffee,WNCC-11,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:WNCC-11|,clarkkensington,#8f6849,143,104,73
Catalina Mountains,WNCC-12,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:WNCC-12|,clarkkensington,#7c6455,124,100,85
Parador Stone,WNCC-13,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:WNCC-13|,clarkkensington,#908173,144,129,115
At Your Leisure,WNCC-14,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:WNCC-14|,clarkkensington,#948a78,148,138,120
Belgian Waffle,N-W20,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:N-W20|,clarkkensington,#d0b290,208,178,144
Ballet Barre,N-W16,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:N-W16|,clarkkensington,#634840,99,72,64
Praline,N-W22,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:N-W22|,clarkkensington,#b8906a,184,144,106
Milky Way,4028,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:4028|,clarkkensington,#866855,134,104,85
Vanilla Chai,N-W9,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:N-W9|,clarkkensington,#e2cab6,226,202,182
Rocking Chair,4012,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:4012|,clarkkensington,#846a55,132,106,85
Allspice,N-W23,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:N-W23|,clarkkensington,#967254,150,114,84
Playas de Cancun,N-W25,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:N-W25|,clarkkensington,#d6cbb2,214,203,178
Adobe Horizon,N-W13,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:N-W13|,clarkkensington,#c08a6a,192,138,106
Swaying Hammock,N-W26,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:N-W26|,clarkkensington,#c3b398,195,179,152
Tea and Biscuits,N-W15,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:N-W15|,clarkkensington,#916548,145,101,72
Patio Stone,2044,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:2044|,clarkkensington,#686153,104,97,83
Biscaya,2046,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:2046|,clarkkensington,#c6c2b0,198,194,176
Briarwood,2052,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:2052|,clarkkensington,#cbc4a1,203,196,161
Spring Glow,2056,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:2056|,clarkkensington,#d8d3b6,216,211,182
Toast And Honey,3022,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:3022|,clarkkensington,#c3b08e,195,176,142
Maxwell Tan,3026,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:3026|,clarkkensington,#9b886e,155,136,110
Caramel Ganache,3034,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:3034|,clarkkensington,#aa895f,170,137,95
Honey Cake,3036,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:3036|,clarkkensington,#c1a682,193,166,130
Pebble Creek,3042,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:3042|,clarkkensington,#c2b098,194,176,152
Greyhound,3044,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:3044|,clarkkensington,#9e917b,158,145,123
Lamp Shade,3046,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:3046|,clarkkensington,#cdbea7,205,190,167
Treasure Chest,3054,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:3054|,clarkkensington,#62564c,98,86,76
Hot Cocoa,3056,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:3056|,clarkkensington,#7d7469,125,116,105
Inspire Awe,3058,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:3058|,clarkkensington,#d7cfbf,215,207,191
Hickory Bark,3064,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:3064|,clarkkensington,#8f816e,143,129,110
Mocha Icing,3066,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:3066|,clarkkensington,#cfc2ac,207,194,172
Exploration,3068,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:3068|,clarkkensington,#a49281,164,146,129
Cuddle Up,4014,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:4014|,clarkkensington,#d1bca6,209,188,166
Thoroughbred,4018,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:4018|,clarkkensington,#836147,131,97,71
Oatmeal Cookie,4034,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:4034|,clarkkensington,#ad8f72,173,143,114
Paper Airplane,4068,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:4068|,clarkkensington,#e6d2c1,230,210,193
Strong Current,5024,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:5024|,clarkkensington,#81706e,129,112,110
Running Bases,5026,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:5026|,clarkkensington,#bdaea4,189,174,164
Company's Coming,5032,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:5032|,clarkkensington,#c5aa98,197,170,152
Stone's Throw,5034,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:5034|,clarkkensington,#a08479,160,132,121
Morning Espresso,5038,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:5038|,clarkkensington,#60534b,96,83,75
Oak Terrace,5068,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:5068|,clarkkensington,#cec5b9,206,197,185
Hot Chocolate,KIDCC-06,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:KIDCC-06|,clarkkensington,#a48068,164,128,104
Fairy Dust,KIDCC-23,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:KIDCC-23|,clarkkensington,#e2d8c6,226,216,198
Pirate Ship,KIDCC-28,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:KIDCC-28|,clarkkensington,#cdb19e,205,177,158
S'mores,KIDCC-30,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:KIDCC-30|,clarkkensington,#916c54,145,108,84
Funny Bunny,KIDCC-41,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:KIDCC-41|,clarkkensington,#d5caba,213,202,186
Almond Biscotti,N-W21,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:N-W21|,clarkkensington,#c9a883,201,168,131
Morning Coffee,N-W24,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:N-W24|,clarkkensington,#765647,118,86,71
Creamy Latte,N-W10,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:N-W10|,clarkkensington,#ddc0a4,221,192,164
French Chateau,N-W12,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:N-W12|,clarkkensington,#be9476,190,148,118
Playas de Tulum,N-W17,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:N-W17|,clarkkensington,#cfb9a5,207,185,165
Tiramisu,N-W19,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:N-W19|,clarkkensington,#b59e8c,181,158,140
Smooth Leather,N-W30,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:N-W30|,clarkkensington,#836f56,131,111,86
Quinoa,N-W18,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:N-W18|,clarkkensington,#bda78f,189,167,143
Urban Khaki,N-W29,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:N-W29|,clarkkensington,#a28d72,162,141,114
Rustica,N-W31,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:N-W31|,clarkkensington,#87705b,135,112,91
Star Anise,N-W32,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:N-W32|,clarkkensington,#5a4c45,90,76,69
Quiet Zone,WNCC-07,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:warmneutral|colorchip:WNCC-07|,clarkkensington,#d2c3b5,210,195,181
Touch of Mink,01A-1,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:red|colorchip:01A-1|,clarkkensington,#e7dfe9,231,223,233
Ageless Melody,01A-2,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:red|colorchip:01A-2|,clarkkensington,#d2bfc7,210,191,199
Carpe Diem,01A-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:red|colorchip:01A-3|,clarkkensington,#b39ca9,179,156,169
Goodbye to Paris,01A-4,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:red|colorchip:01A-4|,clarkkensington,#866977,134,105,119
Euphoria,01A-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:red|colorchip:01A-5|,clarkkensington,#60444d,96,68,77
Belle of the Ball,01B-1,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:red|colorchip:01B-1|,clarkkensington,#efdbea,239,219,234
Pink Primrose,01B-2,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:red|colorchip:01B-2|,clarkkensington,#e5c7e2,229,199,226
